855,122,SantaBarbra-SanMar-SanLuOb,232850,,,,,,
642,123,"Lafayette, LA",226710,,,,,,
828,124,Monterey-Salinas,222900,,,,,,
800,125,Bakersfield,217210,,,,,,
810,126,Yakima-Pasco-Rchlnd-Knnwck,213000,,,,,,
702,127,La Crosse-Eau Claire,212210,,,,,,
522,128,"Columbus, GA (Opelika, AL)",207470,,,,,,
600,129,Corpus Christi,195940,,,,,,
868,130,Chico-Redding,195180,,,,,,
634,131,Amarillo,191930,,,,,,
610,132,Rockford,188670,,,,,,
673,133,Columbus-Tupelo-West Point,186100,,,,,,
705,134,Wausau-Rhinelander,182800,,,,,,
550,135,Wilmington,179760,,,,,,
628,136,Monroe-El Dorado,178730,,,,,,
604,137,Columbia-Jefferson City,172570,,,,,,
676,138,Duluth-Superior,172350,,,,,,
605,139,Topeka,171010,,,,,,
813,140,Medford-Klamath Falls,167340,,,,,,
692,141,Beaumont-Port Arthur,164640,,,,,,
516,142,Erie,157830,,,,,,
624,143,Sioux City,156350,,,,,,
804,144,Palm Springs,155590,,,,,,
603,145,Joplin-Pittsburg,155100,,,,,,
525,146,"Albany, GA",154960,,,,,,
576,147,Salisbury,153490,,,,,,
651,148,Lubbock,152810,,,,,,
627,149,Wichita Falls & Lawton,152310,,,,,,
743,150,Anchorage,146310,,,,,,
581,151,Terre Haute,145380,,,,,,
537,152,Bangor,143650,,,,,,
611,153,Rochestr-Mason City-Austin,143290,,,,,,
656,154,Panama City,142270,,,,,,
559,155,Bluefield-Beckley-Oak Hill,141770,,,,,,
502,156,Binghamton,138690,,,,,,
633,157,Odessa-Midland,137180,,,,,,
687,158,Minot-Bismarck-Dickinson,135170,,,,,,
554,159,Wheeling-Steubenville,135160,,,,,,
746,160,Biloxi-Gulfport,129510,,,,,,
657,161,Sherman-Ada,125550,,,,,,
592,162,Gainesville,122720,,,,,,
758,163,Idaho Falls-Pocatello,120100,,,,,,
662,164,Abilene-Sweetwater,113890,,,,,,
771,165,Yuma-El Centro,113220,,,,,,
598,166,Clarksburg-Weston,108800,,,,,,
762,167,Missoula,108510,,,,,,
710,168,Hattiesburg-Laurel,106560,,,,,,
526,169,Utica,106140,,,,,,
756,170,Billings,104970,,,,,,
717,171,Quincy-Hannibal-Keokuk,103500,,,,,,
606,172,Dothan,99860,,,,,,
565,173,Elmira (Corning),96380,,,,,,
639,174,"Jackson, TN",96350,,,,,,
764,175,Rapid City,94610,,,,,,
643,176,Lake Charles,94550,,,,,,
549,177,Watertown,92010,,,,,,
569,178,Harrisonburg,89280,,,,,,
553,179,Marquette,88960,,,,,,
644,180,"Alexandria, LA",88330,,,,,,
584,181,Charlottesville,85520,,,,,,
734,182,Jonesboro,80000,,,,,,
736,183,Bowling Green,79100,,,,,,
647,184,Greenwood-Greenville,75190,,,,,,
558,185,Lima,70910,,,,,,
711,186,Meridian,70740,,,,,,
773,187,Grand Junction-Montrose,69320,,,,,,
749,188,Laredo,67150,,,,,,
582,189,"Lafayette, IN",66330,,,,,,
597,190,Parkersburg,63680,,,,,,
755,191,Great Falls,63520,,,,,,
821,192,"Bend, OR",62870,,,,,,
760,193,Twin Falls,62590,,,,,,
754,194,Butte-Bozeman,61620,,,,,,
802,195,Eureka,59660,,,,,,
759,196,Cheyenne-Scottsbluff,54380,,,,,,
661,197,San Angelo,53110,,,,,,
767,198,Casper-Riverton,53100,,,,,,
737,199,Mankato,51290,,,,,,
631,199,Ottumwa-Kirksville,51290,,,,,,
638,201,St. Joseph,46390,,,,,,
596,202,Zanesville,33360,,,,,,
745,203,Fairbanks,32550,,,,,,
626,204,Victoria,31080,,,,,,
552,205,Presque Isle,30860,,,,,,
766,206,Helena,26360,,,,,,
747,207,Juneau,24170,,,,,,
583,208,Alpena,17510,,,,,,
740,209,North Platte,15640,,,,,,
798,210,Glendive,3890,,,,,,
